Tstamp,Str,Thr,RrLH,FrLH,Fr,FrRH,RrRH
1761031434.02,      0.00,     40.00,    975.00,    489.00,    689.00,    667.00,    402.00
1761031434.08,      0.00,     40.00,    960.00,    941.00,    557.00,    724.00,    293.00
1761031434.17,      0.00,     40.00,    913.00,    890.00,   1610.00,   2000.00,    476.00
1761031434.25,      0.00,     40.00,    852.00,    739.00,    893.00,   2000.00,    849.00
1761031434.33,      0.00,     40.00,    812.00,    811.00,   2000.00,    881.00,    772.00
1761031434.40,      0.00,     40.00,    783.00,    754.00,   1231.00,    855.00,    828.00
1761031434.47,      0.00,     40.00,    763.00,    777.00,    967.00,    580.00,    407.00
1761031434.54,      0.00,     40.00,    741.00,    770.00,    837.00,    814.00,    799.00
1761031434.62,      0.00,     40.00,    731.00,    670.00,   1084.00,    769.00,    784.00
1761031434.69,      0.00,     40.00,    717.00,    673.00,   1112.00,    782.00,    762.00
1761031434.76,      0.00,     40.00,    710.00,    752.00,   2000.00,    753.00,    598.00
1761031434.84,      0.00,     40.00,    706.00,    666.00,    841.00,   1379.00,    713.00
1761031434.91,      0.00,     40.00,    706.00,    639.00,   1416.00,    942.00,    701.00
1761031434.99,      0.00,     40.00,    703.00,   1147.00,   1323.00,    957.00,    691.00
1761031435.06,    -46.00,     40.00,    702.00,    832.00,    432.00,   2000.00,    281.00
1761031435.14,      0.00,     40.00,    720.00,    677.00,   1025.00,    782.00,    668.00
1761031435.21,      0.00,     40.00,    728.00,    677.00,    899.00,   2000.00,    670.00
1761031435.29,      0.00,     40.00,    740.00,    720.00,    988.00,   1165.00,    463.00
1761031435.36,      0.00,     40.00,    764.00,   1135.00,    289.00,    718.00,    670.00
1761031435.43,      0.00,     40.00,    776.00,   1008.00,    666.00,    702.00,    661.00
1761031435.50,      0.00,     40.00,    787.00,    644.00,   1141.00,    692.00,    661.00
1761031435.57,      0.00,     40.00,    793.00,    794.00,    977.00,    683.00,    654.00
1761031435.64,      0.00,     40.00,    805.00,    668.00,    983.00,    664.00,    641.00
1761031435.71,     30.00,     40.00,    816.00,    640.00,    981.00,    650.00,    629.00
1761031435.78,      0.00,     40.00,    780.00,    363.00,   1406.00,    618.00,    351.00
1761031435.85,      0.00,     40.00,    472.00,    341.00,   1215.00,    594.00,     62.00
1761031435.91,      0.00,     40.00,    851.00,    582.00,    907.00,    581.00,    555.00
1761031435.98,     30.00,     40.00,    855.00,    551.00,   1107.00,    573.00,    555.00
1761031436.05,     30.00,     40.00,    542.00,    386.00,   1089.00,    560.00,    546.00
1761031436.12,      0.00,     40.00,    881.00,    409.00,   1141.00,    551.00,    529.00
1761031436.19,     32.00,     40.00,    498.00,    796.00,    395.00,    550.00,    522.00
1761031436.26,    100.00,     40.00,    572.00,   1183.00,   1435.00,    547.00,    495.00
1761031436.32,    100.00,     40.00,    904.00,    370.00,    297.00,    556.00,    400.00
1761031436.39,      0.00,     40.00,    377.00,    442.00,   1292.00,    552.00,    351.00
1761031436.46,      0.00,     40.00,    907.00,    486.00,    830.00,    626.00,    519.00
1761031436.52,      0.00,     40.00,    900.00,    513.00,    772.00,    508.00,    383.00
1761031436.60,      0.00,     40.00,    886.00,    560.00,   1110.00,   1004.00,    543.00
1761031436.66,    -76.00,     40.00,    869.00,    557.00,    640.00,    856.00,    349.00
1761031436.73,   -100.00,     40.00,    851.00,    409.00,    670.00,    741.00,    363.00
1761031436.80,      0.00,     40.00,    843.00,    614.00,    950.00,   1007.00,    583.00
1761031436.88,      0.00,     40.00,    828.00,    834.00,    864.00,   1175.00,    593.00
1761031436.94,      0.00,     40.00,    823.00,    347.00,    779.00,    672.00,    578.00
1761031437.01,      0.00,     40.00,    828.00,    560.00,   1087.00,    629.00,    553.00
1761031437.08,      0.00,     40.00,    833.00,    390.00,    662.00,   1023.00,    579.00
1761031437.15,    100.00,     40.00,    842.00,   1145.00,    587.00,    612.00,    573.00
1761031437.22,    100.00,     40.00,    835.00,    363.00,    544.00,    614.00,    356.00
1761031437.28,      0.00,     40.00,    831.00,    462.00,    487.00,    601.00,    420.00
1761031437.35,      0.00,     40.00,    834.00,    442.00,    426.00,    607.00,    509.00
1761031437.41,      0.00,     40.00,    829.00,    511.00,    409.00,    801.00,    576.00
1761031437.48,      0.00,     40.00,    819.00,    486.00,   1136.00,    357.00,    583.00
1761031437.55,      0.00,     40.00,    813.00,    472.00,   1160.00,    283.00,    315.00
1761031437.62,      0.00,     40.00,    800.00,    363.00,   1472.00,    234.00,    604.00
1761031437.68,      0.00,     40.00,    792.00,    393.00,   1216.00,    205.00,    291.00
1761031437.75,      0.00,     40.00,    783.00,    295.00,   1134.00,    196.00,    620.00
1761031437.82,      0.00,     40.00,    774.00,    562.00,   1039.00,   1078.00,    628.00
1761031437.89,    -24.00,     40.00,    765.00,    655.00,    986.00,    842.00,    145.00
1761031437.96,      0.00,     40.00,    759.00,    594.00,    916.00,   1084.00,    152.00
1761031438.02,      0.00,     40.00,    241.00,    289.00,    215.00,   1059.00,    158.00
1761031438.08,      0.00,     40.00,    245.00,    458.00,    365.00,   1348.00,    155.00
1761031438.15,      0.00,     40.00,    213.00,    413.00,    805.00,   2000.00,    165.00
1761031438.21,      0.00,     40.00,    209.00,    426.00,    663.00,   1193.00,    177.00
1761031438.27,      0.00,     40.00,    200.00,    415.00,    619.00,    646.00,    168.00
1761031438.33,      0.00,     40.00,    203.00,    419.00,    346.00,    601.00,    170.00
1761031438.39,    -30.00,     40.00,    190.00,    388.00,    561.00,    551.00,    187.00
1761031438.45,      0.00,     40.00,    180.00,    591.00,    500.00,    537.00,    213.00
1761031438.51,      0.00,     40.00,    181.00,    553.00,    483.00,    463.00,    181.00
1761031438.57,      0.00,     40.00,    177.00,    416.00,    397.00,    782.00,    191.00
