Tstamp,Str,Thr,RrLH,FrLH,Fr,FrRH,RrRH
1761122242.13,   -100.00,     40.00,   1082.00,    921.00,    652.00,    988.00,    228.00
1761122242.21,   -100.00,     40.00,   1001.00,    881.00,   1206.00,   1440.00,   2000.00
1761122242.28,   -100.00,     40.00,    921.00,    363.00,    889.00,    480.00,    559.00
1761122242.35,   -100.00,     40.00,    895.00,    487.00,   1009.00,    982.00,    274.00
1761122242.42,      0.00,     40.00,    853.00,    819.00,    215.00,    825.00,    288.00
1761122242.49,      0.00,     40.00,    827.00,    818.00,    256.00,    690.00,    294.00
1761122242.56,      0.00,     40.00,    812.00,    624.00,   1230.00,    851.00,    283.00
1761122242.63,      0.00,     40.00,    809.00,    652.00,   1142.00,   1000.00,    283.00
1761122242.71,      0.00,     40.00,    806.00,   1916.00,   1454.00,   1374.00,    286.00
1761122242.78,    100.00,     40.00,    803.00,    460.00,   1047.00,    457.00,    296.00
1761122242.86,    100.00,     40.00,    802.00,    600.00,   1057.00,   2000.00,    296.00
1761122242.93,    100.00,     40.00,    796.00,    791.00,   1348.00,    640.00,    294.00
1761122243.01,      0.00,     40.00,    793.00,    822.00,   1664.00,   2000.00,    306.00
1761122243.09,      0.00,     40.00,    783.00,    717.00,   1412.00,    878.00,    328.00
1761122243.15,      0.00,     40.00,    769.00,    183.00,    407.00,   1569.00,    349.00
1761122243.22,      0.00,     40.00,    750.00,    735.00,   1137.00,    438.00,    349.00
1761122243.30,      0.00,     40.00,    727.00,    580.00,   1331.00,    608.00,    407.00
1761122243.36,      0.00,     40.00,    705.00,    682.00,    900.00,    563.00,    416.00
1761122243.43,      0.00,     40.00,    380.00,    297.00,    316.00,    832.00,    436.00
1761122243.49,      0.00,     40.00,    664.00,    161.00,    337.00,   1370.00,    438.00
1761122243.57,      0.00,     40.00,    647.00,    618.00,   1533.00,    824.00,    481.00
1761122243.64,    100.00,     40.00,    618.00,    596.00,   1331.00,    874.00,    504.00
1761122243.71,    100.00,     40.00,    596.00,     70.00,    329.00,   1261.00,    524.00
1761122243.78,    100.00,     40.00,    575.00,    582.00,    974.00,   1232.00,    552.00
1761122243.84,    100.00,     40.00,    514.00,    344.00,    913.00,    418.00,    351.00
1761122243.91,    100.00,     40.00,    554.00,    550.00,    859.00,   1188.00,    621.00
1761122243.98,    100.00,     40.00,    425.00,    290.00,    807.00,   1130.00,    938.00
1761122244.06,      0.00,     40.00,   1227.00,    409.00,    754.00,    529.00,    790.00
1761122244.13,      0.00,     40.00,   1163.00,    386.00,   1153.00,   1272.00,    952.00
1761122244.22,      0.00,     40.00,   1020.00,    377.00,   2000.00,   1314.00,   1036.00
1761122244.30,      0.00,     40.00,   1175.00,    393.00,   1470.00,    604.00,   1161.00
1761122244.37,    100.00,     40.00,   1084.00,    339.00,   1059.00,    565.00,    473.00
1761122244.43,    100.00,     40.00,    236.00,    352.00,   1321.00,    526.00,   1054.00
1761122244.51,    100.00,     40.00,    350.00,    100.00,   2000.00,    484.00,   2000.00
1761122244.58,    100.00,     40.00,    347.00,    289.00,    347.00,    461.00,    976.00
1761122244.64,    100.00,     40.00,    362.00,    209.00,    359.00,    437.00,    416.00
1761122244.70,    100.00,     40.00,   1124.00,    351.00,    246.00,    774.00,    411.00
1761122244.77,    100.00,     40.00,    335.00,    297.00,    324.00,   1340.00,    448.00
1761122244.85,    100.00,     40.00,    343.00,   1172.00,   1507.00,   2000.00,    420.00
1761122244.92,    100.00,     40.00,    324.00,    562.00,   1491.00,   1271.00,    455.00
1761122245.00,    100.00,     40.00,   1273.00,    667.00,    810.00,   1024.00,    494.00
1761122245.06,    100.00,     40.00,    338.00,    354.00,    350.00,    793.00,    811.00
1761122245.13,    100.00,     40.00,    366.00,    556.00,    344.00,   1241.00,   1024.00
1761122245.20,    100.00,     40.00,    357.00,    497.00,   1174.00,   1055.00,    988.00
1761122245.27,    100.00,     40.00,    380.00,    522.00,    342.00,   1003.00,    363.00
1761122245.34,    100.00,     40.00,    492.00,    220.00,    331.00,    880.00,    557.00
1761122245.42,    100.00,     40.00,    359.00,    432.00,   1597.00,   1209.00,    742.00
1761122245.48,    100.00,     40.00,    391.00,    393.00,    334.00,    556.00,    430.00
1761122245.54,    100.00,     40.00,    361.00,    344.00,    476.00,    570.00,    782.00
1761122245.61,      0.00,     40.00,    380.00,    655.00,    293.00,   1153.00,    713.00
1761122245.68,      0.00,     70.00,    403.00,    426.00,    693.00,   1022.00,   1159.00
1761122245.75,      0.00,     70.00,    370.00,    894.00,    815.00,    749.00,   1137.00
1761122245.83,      0.00,     70.00,    399.00,   1053.00,   1326.00,   1153.00,   1128.00
1761122245.91,      0.00,     70.00,    399.00,    460.00,   1890.00,    733.00,   1112.00
1761122245.98,      0.00,     70.00,    410.00,    448.00,    356.00,   1322.00,   1104.00
1761122246.04,      0.00,     70.00,    417.00,    138.00,    171.00,   1085.00,   1003.00
